"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2015M08","European Union (28 countries)","Total","Total","Less than 14 years","Asylum applicant","Person","27 645"
"2015M08","European Union (28 countries)","Total","Total","Less than 14 years","First time applicant","Person","26 360"
"2015M08","European Union (28 countries)","Total","Total","From 14 to 17 years","Asylum applicant","Person","14 220"
"2015M08","European Union (28 countries)","Total","Total","From 14 to 17 years","First time applicant","Person","13 860"
"2015M08","European Union (28 countries)","Total","Total","From 18 to 34 years","Asylum applicant","Person","80 105"
"2015M08","European Union (28 countries)","Total","Total","From 18 to 34 years","First time applicant","Person","77 735"
"2015M08","European Union (28 countries)","Total","Total","From 35 to 64 years","Asylum applicant","Person","24 255"
"2015M08","European Union (28 countries)","Total","Total","From 35 to 64 years","First time applicant","Person","22 585"
"2015M08","European Union (28 countries)","Total","Total","65 years or over","Asylum applicant","Person","730"
"2015M08","European Union (28 countries)","Total","Total","65 years or over","First time applicant","Person","675"
"2015M08","Belgium","Total","Total","Less than 14 years","Asylum applicant","Person","905"
"2015M08","Belgium","Total","Total","Less than 14 years","First time applicant","Person","805"
"2015M08","Belgium","Total","Total","From 14 to 17 years","Asylum applicant","Person","475"
"2015M08","Belgium","Total","Total","From 14 to 17 years","First time applicant","Person","460"
"2015M08","Belgium","Total","Total","From 18 to 34 years","Asylum applicant","Person","3 145"
"2015M08","Belgium","Total","Total","From 18 to 34 years","First time applicant","Person","2 965"
"2015M08","Belgium","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 050"
"2015M08","Belgium","Total","Total","From 35 to 64 years","First time applicant","Person","925"
"2015M08","Belgium","Total","Total","65 years or over","Asylum applicant","Person","15"
"2015M08","Belgium","Total","Total","65 years or over","First time applicant","Person","15"
"2015M08","Bulgaria","Total","Total","Less than 14 years","Asylum applicant","Person","245"
"2015M08","Bulgaria","Total","Total","Less than 14 years","First time applicant","Person","245"
"2015M08","Bulgaria","Total","Total","From 14 to 17 years","Asylum applicant","Person","150"
"2015M08","Bulgaria","Total","Total","From 14 to 17 years","First time applicant","Person","150"
"2015M08","Bulgaria","Total","Total","From 18 to 34 years","Asylum applicant","Person","850"
"2015M08","Bulgaria","Total","Total","From 18 to 34 years","First time applicant","Person","845"
"2015M08","Bulgaria","Total","Total","From 35 to 64 years","Asylum applicant","Person","190"
"2015M08","Bulgaria","Total","Total","From 35 to 64 years","First time applicant","Person","185"
"2015M08","Bulgaria","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M08","Bulgaria","Total","Total","65 years or over","First time applicant","Person","5"
"2015M08","Czech Republic","Total","Total","Less than 14 years","Asylum applicant","Person","15"
"2015M08","Czech Republic","Total","Total","Less than 14 years","First time applicant","Person","15"
"2015M08","Czech Republic","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M08","Czech Republic","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M08","Czech Republic","Total","Total","From 18 to 34 years","Asylum applicant","Person","50"
"2015M08","Czech Republic","Total","Total","From 18 to 34 years","First time applicant","Person","35"
"2015M08","Czech Republic","Total","Total","From 35 to 64 years","Asylum applicant","Person","35"
"2015M08","Czech Republic","Total","Total","From 35 to 64 years","First time applicant","Person","30"
"2015M08","Czech Republic","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M08","Czech Republic","Total","Total","65 years or over","First time applicant","Person","0"
"2015M08","Denmark","Total","Total","Less than 14 years","Asylum applicant","Person","265"
"2015M08","Denmark","Total","Total","Less than 14 years","First time applicant","Person","265"
"2015M08","Denmark","Total","Total","From 14 to 17 years","Asylum applicant","Person","205"
"2015M08","Denmark","Total","Total","From 14 to 17 years","First time applicant","Person","205"
"2015M08","Denmark","Total","Total","From 18 to 34 years","Asylum applicant","Person","1 020"
"2015M08","Denmark","Total","Total","From 18 to 34 years","First time applicant","Person","1 015"
"2015M08","Denmark","Total","Total","From 35 to 64 years","Asylum applicant","Person","320"
"2015M08","Denmark","Total","Total","From 35 to 64 years","First time applicant","Person","315"
"2015M08","Denmark","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M08","Denmark","Total","Total","65 years or over","First time applicant","Person","10"
"2015M08","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","Asylum applicant","Person","9 450"
"2015M08","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","First time applicant","Person","8 550"
"2015M08","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","Asylum applicant","Person","3 410"
"2015M08","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","First time applicant","Person","3 205"
"2015M08","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","Asylum applicant","Person","19 170"
"2015M08","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","First time applicant","Person","18 100"
"2015M08","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","Asylum applicant","Person","7 220"
"2015M08","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","First time applicant","Person","6 250"
"2015M08","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","Asylum applicant","Person","240"
"2015M08","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","First time applicant","Person","205"
"2015M08","Estonia","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M08","Estonia","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M08","Estonia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M08","Estonia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M08","Estonia","Total","Total","From 18 to 34 years","Asylum applicant","Person","0"
"2015M08","Estonia","Total","Total","From 18 to 34 years","First time applicant","Person","0"
"2015M08","Estonia","Total","Total","From 35 to 64 years","Asylum applicant","Person","0"
"2015M08","Estonia","Total","Total","From 35 to 64 years","First time applicant","Person","0"
"2015M08","Estonia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M08","Estonia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M08","Ireland","Total","Total","Less than 14 years","Asylum applicant","Person","30"
"2015M08","Ireland","Total","Total","Less than 14 years","First time applicant","Person","30"
"2015M08","Ireland","Total","Total","From 14 to 17 years","Asylum applicant","Person","15"
"2015M08","Ireland","Total","Total","From 14 to 17 years","First time applicant","Person","15"
"2015M08","Ireland","Total","Total","From 18 to 34 years","Asylum applicant","Person","220"
"2015M08","Ireland","Total","Total","From 18 to 34 years","First time applicant","Person","220"
"2015M08","Ireland","Total","Total","From 35 to 64 years","Asylum applicant","Person","65"
"2015M08","Ireland","Total","Total","From 35 to 64 years","First time applicant","Person","60"
"2015M08","Ireland","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M08","Ireland","Total","Total","65 years or over","First time applicant","Person","0"
"2015M08","Greece","Total","Total","Less than 14 years","Asylum applicant","Person","165"
"2015M08","Greece","Total","Total","Less than 14 years","First time applicant","Person","155"
"2015M08","Greece","Total","Total","From 14 to 17 years","Asylum applicant","Person","55"
"2015M08","Greece","Total","Total","From 14 to 17 years","First time applicant","Person","55"
"2015M08","Greece","Total","Total","From 18 to 34 years","Asylum applicant","Person","590"
"2015M08","Greece","Total","Total","From 18 to 34 years","First time applicant","Person","475"
"2015M08","Greece","Total","Total","From 35 to 64 years","Asylum applicant","Person","230"
"2015M08","Greece","Total","Total","From 35 to 64 years","First time applicant","Person","185"
"2015M08","Greece","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M08","Greece","Total","Total","65 years or over","First time applicant","Person","10"
"2015M08","Spain","Total","Total","Less than 14 years","Asylum applicant","Person","210"
"2015M08","Spain","Total","Total","Less than 14 years","First time applicant","Person","210"
"2015M08","Spain","Total","Total","From 14 to 17 years","Asylum applicant","Person","50"
"2015M08","Spain","Total","Total","From 14 to 17 years","First time applicant","Person","50"
"2015M08","Spain","Total","Total","From 18 to 34 years","Asylum applicant","Person","525"
"2015M08","Spain","Total","Total","From 18 to 34 years","First time applicant","Person","515"
"2015M08","Spain","Total","Total","From 35 to 64 years","Asylum applicant","Person","250"
"2015M08","Spain","Total","Total","From 35 to 64 years","First time applicant","Person","245"
"2015M08","Spain","Total","Total","65 years or over","Asylum applicant","Person","15"
"2015M08","Spain","Total","Total","65 years or over","First time applicant","Person","10"
"2015M08","France","Total","Total","Less than 14 years","Asylum applicant","Person","810"
"2015M08","France","Total","Total","Less than 14 years","First time applicant","Person","810"
"2015M08","France","Total","Total","From 14 to 17 years","Asylum applicant","Person","125"
"2015M08","France","Total","Total","From 14 to 17 years","First time applicant","Person","125"
"2015M08","France","Total","Total","From 18 to 34 years","Asylum applicant","Person","3 135"
"2015M08","France","Total","Total","From 18 to 34 years","First time applicant","Person","2 940"
"2015M08","France","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 440"
"2015M08","France","Total","Total","From 35 to 64 years","First time applicant","Person","1 300"
"2015M08","France","Total","Total","65 years or over","Asylum applicant","Person","70"
"2015M08","France","Total","Total","65 years or over","First time applicant","Person","65"
"2015M08","Croatia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M08","Croatia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M08","Croatia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M08","Croatia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M08","Croatia","Total","Total","From 18 to 34 years","Asylum applicant","Person","5"
"2015M08","Croatia","Total","Total","From 18 to 34 years","First time applicant","Person","5"
"2015M08","Croatia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M08","Croatia","Total","Total","From 35 to 64 years","First time applicant","Person","0"
